{'n_target': 20000, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9133999943733215, 'acc-pilot-train': 0.9925500154495239, 'acc-rw-test': 0.9601500034332275, 'acc-rw-train': 0.9609500169754028, 'acc-ls-test': 0.9610000252723694, 'acc-ls-train': 0.9645500183105469, 'acc-oracle': 0.9517999887466431, 'gold-standard': 0.9729999899864197}
{'n_target': 20000, 'pi_target': 0.2, 'iter': 12, 'acc-pilot-test': 0.9399999976158142, 'acc-pilot-train': 0.9959999918937683, 'acc-rw-test': 0.9606500267982483, 'acc-rw-train': 0.986299991607666, 'acc-ls-test': 0.9660500288009644, 'acc-ls-train': 0.9645500183105469, 'acc-oracle': 0.9596499800682068, 'gold-standard': 0.9789999723434448}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 14, 'acc-pilot-test': 0.9737499952316284, 'acc-pilot-train': 0.9945999979972839, 'acc-rw-test': 0.9707499742507935, 'acc-rw-train': 0.9930999875068665, 'acc-ls-test': 0.9737499952316284, 'acc-ls-train': 0.9945999979972839, 'acc-oracle': 0.9737499952316284, 'gold-standard': 0.9700000286102295}
{'n_target': 500, 'pi_target': 0.4, 'iter': 2, 'acc-pilot-test': 0.9620000123977661, 'acc-pilot-train': 0.9937999844551086, 'acc-rw-test': 0.9620000123977661, 'acc-rw-train': 0.9814500212669373, 'acc-ls-test': 0.9620000123977661, 'acc-ls-train': 0.9907000064849854, 'acc-oracle': 0.9620000123977661, 'gold-standard': 0.9700000286102295}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 15, 'acc-pilot-test': 0.9605000019073486, 'acc-pilot-train': 0.9947999715805054, 'acc-rw-test': 0.9646000266075134, 'acc-rw-train': 0.9930499792098999, 'acc-ls-test': 0.9725000262260437, 'acc-ls-train': 0.989300012588501, 'acc-oracle': 0.9700499773025513, 'gold-standard': 0.9750000238418579}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 1, 'acc-pilot-test': 0.9462000131607056, 'acc-pilot-train': 0.9950500130653381, 'acc-rw-test': 0.954200029373169, 'acc-rw-train': 0.986050009727478, 'acc-ls-test': 0.9715999960899353, 'acc-ls-train': 0.9537000060081482, 'acc-oracle': 0.9667999744415283, 'gold-standard': 0.9729999899864197}
{'n_target': 10000, 'pi_target': 0.2, 'iter': 16, 'acc-pilot-test': 0.9580000042915344, 'acc-pilot-train': 0.995199978351593, 'acc-rw-test': 0.95660001039505, 'acc-rw-train': 0.9759500026702881, 'acc-ls-test': 0.9722999930381775, 'acc-ls-train': 0.9564999938011169, 'acc-oracle': 0.9725000262260437, 'gold-standard': 0.9750000238418579}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 0, 'acc-pilot-test': 0.9528499841690063, 'acc-pilot-train': 0.9936000108718872, 'acc-rw-test': 0.963699996471405, 'acc-rw-train': 0.9900000095367432, 'acc-ls-test': 0.963699996471405, 'acc-ls-train': 0.9821500182151794, 'acc-oracle': 0.9625999927520752, 'gold-standard': 0.9670000076293945}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 2, 'acc-pilot-test': 0.9366000294685364, 'acc-pilot-train': 0.996649980545044, 'acc-rw-test': 0.9625999927520752, 'acc-rw-train': 0.9860000014305115, 'acc-ls-test': 0.9613999724388123, 'acc-ls-train': 0.963949978351593, 'acc-oracle': 0.9559999704360962, 'gold-standard': 0.9760000109672546}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 12, 'acc-pilot-test': 0.9639999866485596, 'acc-pilot-train': 0.9935500025749207, 'acc-rw-test': 0.9696999788284302, 'acc-rw-train': 0.9847999811172485, 'acc-ls-test': 0.9679999947547913, 'acc-ls-train': 0.9700499773025513, 'acc-oracle': 0.9702000021934509, 'gold-standard': 0.972000002861023}
{'n_target': 1000, 'pi_target': 0.2, 'iter': 9, 'acc-pilot-test': 0.9340000152587891, 'acc-pilot-train': 0.9909999966621399, 'acc-rw-test': 0.9679999947547913, 'acc-rw-train': 0.9822499752044678, 'acc-ls-test': 0.9570000171661377, 'acc-ls-train': 0.9472000002861023, 'acc-oracle': 0.9559999704360962, 'gold-standard': 0.968999981880188}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 13, 'acc-pilot-test': 0.9588000178337097, 'acc-pilot-train': 0.9868000149726868, 'acc-rw-test': 0.9677000045776367, 'acc-rw-train': 0.9800999760627747, 'acc-ls-test': 0.9661999940872192, 'acc-ls-train': 0.9657999873161316, 'acc-oracle': 0.9685999751091003, 'gold-standard': 0.972000002861023}
{'n_target': 500, 'pi_target': 0.5, 'iter': 12, 'acc-pilot-test': 0.9660000205039978, 'acc-pilot-train': 0.9937499761581421, 'acc-rw-test': 0.972000002861023, 'acc-rw-train': 0.9914500117301941, 'acc-ls-test': 0.9660000205039978, 'acc-ls-train': 0.9937499761581421, 'acc-oracle': 0.9660000205039978, 'gold-standard': 0.9810000061988831}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 8, 'acc-pilot-test': 0.970550000667572, 'acc-pilot-train': 0.9937499761581421, 'acc-rw-test': 0.970550000667572, 'acc-rw-train': 0.9878000020980835, 'acc-ls-test': 0.9694499969482422, 'acc-ls-train': 0.9873499870300293, 'acc-oracle': 0.9706500172615051, 'gold-standard': 0.9729999899864197}
{'n_target': 500, 'pi_target': 0.5, 'iter': 5, 'acc-pilot-test': 0.9800000190734863, 'acc-pilot-train': 0.996399998664856, 'acc-rw-test': 0.9700000286102295, 'acc-rw-train': 0.9905499815940857, 'acc-ls-test': 0.9800000190734863, 'acc-ls-train': 0.9963499903678894, 'acc-oracle': 0.9800000190734863, 'gold-standard': 0.9810000061988831}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 2, 'acc-pilot-test': 0.8402000069618225, 'acc-pilot-train': 0.9901000261306763, 'acc-rw-test': 0.9552000164985657, 'acc-rw-train': 0.9625499844551086, 'acc-ls-test': 0.9495999813079834, 'acc-ls-train': 0.9139999747276306, 'acc-oracle': 0.9318000078201294, 'gold-standard': 0.9750000238418579}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 15, 'acc-pilot-test': 0.9710000157356262, 'acc-pilot-train': 0.9934999942779541, 'acc-rw-test': 0.9710000157356262, 'acc-rw-train': 0.9941999912261963, 'acc-ls-test': 0.9710000157356262, 'acc-ls-train': 0.9933500289916992, 'acc-oracle': 0.9710000157356262, 'gold-standard': 0.9739999771118164}
{'n_target': 10000, 'pi_target': 0.4, 'iter': 1, 'acc-pilot-test': 0.9513000249862671, 'acc-pilot-train': 0.9869499802589417, 'acc-rw-test': 0.9646999835968018, 'acc-rw-train': 0.9833499789237976, 'acc-ls-test': 0.9585999846458435, 'acc-ls-train': 0.9879999756813049, 'acc-oracle': 0.9557999968528748, 'gold-standard': 0.9700000286102295}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9297999739646912, 'acc-pilot-train': 0.9939000010490417, 'acc-rw-test': 0.9624000191688538, 'acc-rw-train': 0.9692000150680542, 'acc-ls-test': 0.9670000076293945, 'acc-ls-train': 0.9725499749183655, 'acc-oracle': 0.9545999765396118, 'gold-standard': 0.9739999771118164}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 6, 'acc-pilot-test': 0.9769999980926514, 'acc-pilot-train': 0.9965500235557556, 'acc-rw-test': 0.9629999995231628, 'acc-rw-train': 0.9908000230789185, 'acc-ls-test': 0.9779999852180481, 'acc-ls-train': 0.9964500069618225, 'acc-oracle': 0.9769999980926514, 'gold-standard': 0.9729999899864197}
{'n_target': 20000, 'pi_target': 0.1, 'iter': 18, 'acc-pilot-test': 0.8177000284194946, 'acc-pilot-train': 0.9932500123977661, 'acc-rw-test': 0.9513499736785889, 'acc-rw-train': 0.9615499973297119, 'acc-ls-test': 0.9398999810218811, 'acc-ls-train': 0.937250018119812, 'acc-oracle': 0.9182000160217285, 'gold-standard': 0.972000002861023}
{'n_target': 500, 'pi_target': 0.2, 'iter': 12, 'acc-pilot-test': 0.9679999947547913, 'acc-pilot-train': 0.9934999942779541, 'acc-rw-test': 0.9700000286102295, 'acc-rw-train': 0.9628499746322632, 'acc-ls-test': 0.9679999947547913, 'acc-ls-train': 0.9143999814987183, 'acc-oracle': 0.9760000109672546, 'gold-standard': 0.9819999933242798}
{'n_target': 500, 'pi_target': 0.3, 'iter': 14, 'acc-pilot-test': 0.9459999799728394, 'acc-pilot-train': 0.9883000254631042, 'acc-rw-test': 0.9700000286102295, 'acc-rw-train': 0.9868500232696533, 'acc-ls-test': 0.9580000042915344, 'acc-ls-train': 0.9773499965667725, 'acc-oracle': 0.9639999866485596, 'gold-standard': 0.972000002861023}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 17, 'acc-pilot-test': 0.9133999943733215, 'acc-pilot-train': 0.9960500001907349, 'acc-rw-test': 0.9358000159263611, 'acc-rw-train': 0.960349977016449, 'acc-ls-test': 0.9635999798774719, 'acc-ls-train': 0.911549985408783, 'acc-oracle': 0.9542999863624573, 'gold-standard': 0.9810000061988831}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 16, 'acc-pilot-test': 0.9674000144004822, 'acc-pilot-train': 0.9907500147819519, 'acc-rw-test': 0.9686999917030334, 'acc-rw-train': 0.9898999929428101, 'acc-ls-test': 0.9674000144004822, 'acc-ls-train': 0.9906499981880188, 'acc-oracle': 0.9674000144004822, 'gold-standard': 0.9769999980926514}
{'n_target': 500, 'pi_target': 0.3, 'iter': 12, 'acc-pilot-test': 0.9580000042915344, 'acc-pilot-train': 0.9904999732971191, 'acc-rw-test': 0.9599999785423279, 'acc-rw-train': 0.986549973487854, 'acc-ls-test': 0.9580000042915344, 'acc-ls-train': 0.9704499840736389, 'acc-oracle': 0.9559999704360962, 'gold-standard': 0.9710000157356262}
{'n_target': 500, 'pi_target': 0.1, 'iter': 5, 'acc-pilot-test': 0.9039999842643738, 'acc-pilot-train': 0.9961000084877014, 'acc-rw-test': 0.9459999799728394, 'acc-rw-train': 0.9671000242233276, 'acc-ls-test': 0.9639999866485596, 'acc-ls-train': 0.8707000017166138, 'acc-oracle': 0.9620000123977661, 'gold-standard': 0.9810000061988831}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 13, 'acc-pilot-test': 0.9662500023841858, 'acc-pilot-train': 0.9940500259399414, 'acc-rw-test': 0.971750020980835, 'acc-rw-train': 0.9883999824523926, 'acc-ls-test': 0.9664999842643738, 'acc-ls-train': 0.9919499754905701, 'acc-oracle': 0.9666000008583069, 'gold-standard': 0.9670000076293945}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 6, 'acc-pilot-test': 0.9674000144004822, 'acc-pilot-train': 0.9912499785423279, 'acc-rw-test': 0.9769999980926514, 'acc-rw-train': 0.9869499802589417, 'acc-ls-test': 0.9660000205039978, 'acc-ls-train': 0.9689000248908997, 'acc-oracle': 0.9706000089645386, 'gold-standard': 0.9700000286102295}
{'n_target': 5000, 'pi_target': 0.4, 'iter': 17, 'acc-pilot-test': 0.9733999967575073, 'acc-pilot-train': 0.9918000102043152, 'acc-rw-test': 0.9666000008583069, 'acc-rw-train': 0.9832000136375427, 'acc-ls-test': 0.968999981880188, 'acc-ls-train': 0.9830999970436096, 'acc-oracle': 0.972000002861023, 'gold-standard': 0.9629999995231628}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 13, 'acc-pilot-test': 0.9729999899864197, 'acc-pilot-train': 0.9872000217437744, 'acc-rw-test': 0.9739999771118164, 'acc-rw-train': 0.9918000102043152, 'acc-ls-test': 0.9729999899864197, 'acc-ls-train': 0.987500011920929, 'acc-oracle': 0.9729999899864197, 'gold-standard': 0.9729999899864197}
{'n_target': 5000, 'pi_target': 0.5, 'iter': 1, 'acc-pilot-test': 0.9729999899864197, 'acc-pilot-train': 0.9947999715805054, 'acc-rw-test': 0.9733999967575073, 'acc-rw-train': 0.9907500147819519, 'acc-ls-test': 0.9728000164031982, 'acc-ls-train': 0.9947500228881836, 'acc-oracle': 0.9729999899864197, 'gold-standard': 0.9729999899864197}
{'n_target': 500, 'pi_target': 0.4, 'iter': 10, 'acc-pilot-test': 0.9739999771118164, 'acc-pilot-train': 0.9937999844551086, 'acc-rw-test': 0.9779999852180481, 'acc-rw-train': 0.9915000200271606, 'acc-ls-test': 0.9739999771118164, 'acc-ls-train': 0.9956499934196472, 'acc-oracle': 0.9779999852180481, 'gold-standard': 0.968999981880188}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 11, 'acc-pilot-test': 0.8123999834060669, 'acc-pilot-train': 0.9899500012397766, 'acc-rw-test': 0.9441999793052673, 'acc-rw-train': 0.9699500203132629, 'acc-ls-test': 0.9314000010490417, 'acc-ls-train': 0.9268500208854675, 'acc-oracle': 0.907800018787384, 'gold-standard': 0.972000002861023}
{'n_target': 500, 'pi_target': 0.1, 'iter': 1, 'acc-pilot-test': 0.8840000033378601, 'acc-pilot-train': 0.9962499737739563, 'acc-rw-test': 0.9200000166893005, 'acc-rw-train': 0.9625999927520752, 'acc-ls-test': 0.9599999785423279, 'acc-ls-train': 0.9315500259399414, 'acc-oracle': 0.9440000057220459, 'gold-standard': 0.9760000109672546}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 7, 'acc-pilot-test': 0.9678000211715698, 'acc-pilot-train': 0.9922999739646912, 'acc-rw-test': 0.9672999978065491, 'acc-rw-train': 0.9914000034332275, 'acc-ls-test': 0.9739500284194946, 'acc-ls-train': 0.9793000221252441, 'acc-oracle': 0.9734500050544739, 'gold-standard': 0.9629999995231628}
{'n_target': 500, 'pi_target': 0.2, 'iter': 3, 'acc-pilot-test': 0.9279999732971191, 'acc-pilot-train': 0.992900013923645, 'acc-rw-test': 0.9679999947547913, 'acc-rw-train': 0.9843000173568726, 'acc-ls-test': 0.9580000042915344, 'acc-ls-train': 0.9641500115394592, 'acc-oracle': 0.9419999718666077, 'gold-standard': 0.9860000014305115}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 18, 'acc-pilot-test': 0.9553999900817871, 'acc-pilot-train': 0.9919000267982483, 'acc-rw-test': 0.9611999988555908, 'acc-rw-train': 0.988099992275238, 'acc-ls-test': 0.9610000252723694, 'acc-ls-train': 0.9533500075340271, 'acc-oracle': 0.965399980545044, 'gold-standard': 0.9779999852180481}
{'n_target': 500, 'pi_target': 0.4, 'iter': 18, 'acc-pilot-test': 0.9760000109672546, 'acc-pilot-train': 0.9892500042915344, 'acc-rw-test': 0.972000002861023, 'acc-rw-train': 0.9805499911308289, 'acc-ls-test': 0.9760000109672546, 'acc-ls-train': 0.9793000221252441, 'acc-oracle': 0.9760000109672546, 'gold-standard': 0.9710000157356262}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 13, 'acc-pilot-test': 0.9720500111579895, 'acc-pilot-train': 0.9904000163078308, 'acc-rw-test': 0.9635000228881836, 'acc-rw-train': 0.9905499815940857, 'acc-ls-test': 0.9720500111579895, 'acc-ls-train': 0.9902999997138977, 'acc-oracle': 0.9720500111579895, 'gold-standard': 0.9800000190734863}
{'n_target': 500, 'pi_target': 0.2, 'iter': 19, 'acc-pilot-test': 0.9459999799728394, 'acc-pilot-train': 0.9962000250816345, 'acc-rw-test': 0.9559999704360962, 'acc-rw-train': 0.9758999943733215, 'acc-ls-test': 0.9800000190734863, 'acc-ls-train': 0.9656000137329102, 'acc-oracle': 0.972000002861023, 'gold-standard': 0.9829999804496765}
{'n_target': 500, 'pi_target': 0.5, 'iter': 1, 'acc-pilot-test': 0.9779999852180481, 'acc-pilot-train': 0.9883000254631042, 'acc-rw-test': 0.9779999852180481, 'acc-rw-train': 0.9907000064849854, 'acc-ls-test': 0.9779999852180481, 'acc-ls-train': 0.9882000088691711, 'acc-oracle': 0.9779999852180481, 'gold-standard': 0.9670000076293945}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 1, 'acc-pilot-test': 0.9657999873161316, 'acc-pilot-train': 0.9888499975204468, 'acc-rw-test': 0.9696000218391418, 'acc-rw-train': 0.9892500042915344, 'acc-ls-test': 0.9664000272750854, 'acc-ls-train': 0.9640499949455261, 'acc-oracle': 0.968999981880188, 'gold-standard': 0.9679999947547913}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 1, 'acc-pilot-test': 0.8727999925613403, 'acc-pilot-train': 0.9955499768257141, 'acc-rw-test': 0.9490000009536743, 'acc-rw-train': 0.9340500235557556, 'acc-ls-test': 0.9628000259399414, 'acc-ls-train': 0.9272000193595886, 'acc-oracle': 0.9462000131607056, 'gold-standard': 0.9850000143051147}
{'n_target': 500, 'pi_target': 0.3, 'iter': 11, 'acc-pilot-test': 0.9459999799728394, 'acc-pilot-train': 0.9890999794006348, 'acc-rw-test': 0.9800000190734863, 'acc-rw-train': 0.9894499778747559, 'acc-ls-test': 0.972000002861023, 'acc-ls-train': 0.981249988079071, 'acc-oracle': 0.9760000109672546, 'gold-standard': 0.968999981880188}
{'n_target': 500, 'pi_target': 0.5, 'iter': 11, 'acc-pilot-test': 0.984000027179718, 'acc-pilot-train': 0.9926999807357788, 'acc-rw-test': 0.9819999933242798, 'acc-rw-train': 0.9926999807357788, 'acc-ls-test': 0.984000027179718, 'acc-ls-train': 0.9927499890327454, 'acc-oracle': 0.984000027179718, 'gold-standard': 0.9700000286102295}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 5, 'acc-pilot-test': 0.970300018787384, 'acc-pilot-train': 0.9872499704360962, 'acc-rw-test': 0.9724000096321106, 'acc-rw-train': 0.9899500012397766, 'acc-ls-test': 0.9702500104904175, 'acc-ls-train': 0.9872499704360962, 'acc-oracle': 0.970300018787384, 'gold-standard': 0.9639999866485596}
{'n_target': 500, 'pi_target': 0.3, 'iter': 5, 'acc-pilot-test': 0.9380000233650208, 'acc-pilot-train': 0.9904999732971191, 'acc-rw-test': 0.9520000219345093, 'acc-rw-train': 0.9902999997138977, 'acc-ls-test': 0.9599999785423279, 'acc-ls-train': 0.9856500029563904, 'acc-oracle': 0.9580000042915344, 'gold-standard': 0.9710000157356262}
{'n_target': 20000, 'pi_target': 0.2, 'iter': 13, 'acc-pilot-test': 0.9437000155448914, 'acc-pilot-train': 0.9911999702453613, 'acc-rw-test': 0.9713000059127808, 'acc-rw-train': 0.9677000045776367, 'acc-ls-test': 0.9649999737739563, 'acc-ls-train': 0.9546499848365784, 'acc-oracle': 0.9620000123977661, 'gold-standard': 0.9599999785423279}
{'n_target': 5000, 'pi_target': 0.5, 'iter': 0, 'acc-pilot-test': 0.9661999940872192, 'acc-pilot-train': 0.986299991607666, 'acc-rw-test': 0.9710000157356262, 'acc-rw-train': 0.9902499914169312, 'acc-ls-test': 0.9657999873161316, 'acc-ls-train': 0.9861500263214111, 'acc-oracle': 0.9661999940872192, 'gold-standard': 0.9750000238418579}
{'n_target': 500, 'pi_target': 0.5, 'iter': 14, 'acc-pilot-test': 0.9599999785423279, 'acc-pilot-train': 0.9919000267982483, 'acc-rw-test': 0.9639999866485596, 'acc-rw-train': 0.9879500269889832, 'acc-ls-test': 0.9599999785423279, 'acc-ls-train': 0.9919000267982483, 'acc-oracle': 0.9599999785423279, 'gold-standard': 0.984000027179718}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 12, 'acc-pilot-test': 0.9695500135421753, 'acc-pilot-train': 0.9955499768257141, 'acc-rw-test': 0.9679499864578247, 'acc-rw-train': 0.9933500289916992, 'acc-ls-test': 0.9695500135421753, 'acc-ls-train': 0.9954500198364258, 'acc-oracle': 0.9695500135421753, 'gold-standard': 0.9739999771118164}
{'n_target': 500, 'pi_target': 0.1, 'iter': 0, 'acc-pilot-test': 0.9020000100135803, 'acc-pilot-train': 0.9947500228881836, 'acc-rw-test': 0.9340000152587891, 'acc-rw-train': 0.9578499794006348, 'acc-ls-test': 0.9620000123977661, 'acc-ls-train': 0.8751500248908997, 'acc-oracle': 0.9480000138282776, 'gold-standard': 0.968999981880188}
{'n_target': 500, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9660000205039978, 'acc-pilot-train': 0.9958500266075134, 'acc-rw-test': 0.9760000109672546, 'acc-rw-train': 0.9746000170707703, 'acc-ls-test': 0.9760000109672546, 'acc-ls-train': 0.9539499878883362, 'acc-oracle': 0.972000002861023, 'gold-standard': 0.9800000190734863}
{'n_target': 10000, 'pi_target': 0.2, 'iter': 10, 'acc-pilot-test': 0.9445000290870667, 'acc-pilot-train': 0.9969000220298767, 'acc-rw-test': 0.9559000134468079, 'acc-rw-train': 0.9840999841690063, 'acc-ls-test': 0.970300018787384, 'acc-ls-train': 0.9684000015258789, 'acc-oracle': 0.9660000205039978, 'gold-standard': 0.972000002861023}
